PolicyID,HolderAge,VehicleType,AnnualMileage,LocationUrban,CreditScore,PolicyStart,PolicyEnd,NextYearLoss
POL-004496,52.19600428,Sedan,8614.529192,0,0.435660841,2023/3/21,2024/3/21,28597.3668
POL-006239,65.82781443,Sedan,9041.492524,1,0.878330081,2023/5/4,2024/5/4,0
POL-001391,37.73331491,Sedan,14908.54713,1,0.681584219,2023/12/1,2024/12/1,0
POL-004879,42.93262837,SUV,27758.26981,1,0.923536118,2023/4/11,2024/4/11,0
POL-004556,50.3340248,Sedan,23605.49271,1,0.746063483,2023/1/14,2024/1/14,0
POL-008558,51.51310646,Sedan,12739.5244,1,0.576290998,2023/11/7,2024/11/7,0
POL-002436,43.91689939,Sports,15740.3188,1,0.96252606,2023/6/7,2024/6/7,0
POL-000272,62.10705282,Sedan,11832.3381,0,0.895916219,2023/9/12,2024/9/12,0
POL-000996,29.53719796,Sedan,10173.73067,1,0.867374496,2023/6/13,2024/6/13,0
POL-006561,37.92129886,Sedan,6812.608876,1,0.836166332,2023/8/26,2024/8/26,0
POL-002879,51.40713821,Sedan,58635.40849,1,0.857386203,2023/7/11,2024/7/11,0
POL-005875,44.83870995,Sedan,43652.21281,0,0.750724687,2023/8/1,2024/8/1,0
POL-009049,73.62563982,Sedan,4023.434879,0,0.810903829,2023/10/26,2024/10/26,0
POL-009417,51.6981014,Sedan,19181.99336,1,0.745070324,2023/5/13,2024/5/13,5188.677507
POL-005773,38.68395588,Sedan,19132.29011,1,0.798897465,2023/5/5,2024/5/5,0
POL-000631,56.87251979,Sedan,21096.88965,0,0.879413871,2023/6/24,2024/6/24,0
POL-003801,40.35182918,SUV,16018.89537,1,0.905288478,2023/5/1,2024/5/1,0
POL-006335,38.05656785,SUV,17163.6462,1,0.826889176,2023/6/17,2024/6/17,0
POL-007314,42.93564568,Sedan,10771.57957,0,0.911574275,2023/7/23,2024/7/23,0
POL-004738,42.41992897,SUV,5884.435392,0,0.649267858,2023/5/12,2024/5/12,0
POL-009853,26.56062444,Sedan,6224.413421,1,0.445221703,2023/3/20,2024/3/20,0
POL-003343,53.14721449,Sedan,11097.77902,1,0.767180109,2023/2/24,2024/2/24,0
POL-002079,78.56349869,Sedan,8973.117697,0,0.902671273,2023/12/1,2024/12/1,0
POL-003683,59.95701931,SUV,10070.39021,0,0.853010848,2023/7/13,2024/7/13,0
POL-005416,43.80218873,SUV,27758.45648,0,0.954696051,2023/10/12,2024/10/12,3494.968513
POL-009635,39.93006315,Sedan,13821.89086,0,0.668482834,2023/4/30,2024/4/30,1681.869571
POL-007140,31.89632752,SUV,15018.18259,1,0.944662143,2023/12/23,2024/12/23,0
POL-009687,39.9026289,Sedan,12327.09264,1,0.694204503,2023/3/3,2024/3/3,0
POL-007859,32.51903693,Sedan,16408.27,0,0.770157917,2023/12/1,2024/12/1,0
POL-004308,53.0478018,Sedan,12446.01096,1,0.743317772,2023/3/11,2024/3/11,0
POL-006192,53.60169099,Sedan,8581.567946,1,0.848509046,2023/10/25,2024/10/25,0
POL-000903,35.0539315,SUV,12482.65624,1,0.697128549,2023/1/6,2024/1/6,0
POL-002049,49.50585231,SUV,11802.66088,0,0.745523987,2023/12/10,2024/12/10,0
POL-004967,75.49571073,Sedan,15292.69999,0,0.748060608,2023/4/15,2024/4/15,6811.72009
POL-001067,37.85847819,Sedan,14386.55605,1,0.84656222,2023/11/4,2024/11/4,2130.501991
POL-008345,75.61278039,Sedan,13483.11801,0,0.879861686,2023/11/24,2024/11/24,0
POL-008542,55.01284011,Sports,29465.35274,1,0.750099189,2023/2/6,2024/2/6,105466.071
POL-007917,55.30840753,Sedan,11366.91287,1,0.879406657,2023/5/9,2024/5/9,0
POL-000900,29.08061811,Sedan,9189.697082,1,0.927241618,2023/5/31,2024/5/31,0
POL-008338,47.34879814,Sedan,23584.41559,1,0.454014525,2023/1/15,2024/1/15,0
POL-002461,80.87950893,Sedan,7550.565754,0,0.649202484,2023/8/11,2024/8/11,0
POL-001024,76.06248114,Sedan,13677.47061,0,0.770950817,2023/7/21,2024/7/21,0
POL-001896,57.85735416,Sedan,26284.1029,1,0.879960724,2023/7/7,2024/7/7,0
POL-001725,55.8515061,Sedan,10101.17396,1,0.926287726,2023/3/2,2024/3/2,3012.932314
POL-001178,30.63107167,Sports,13855.94601,0,0.924951901,2023/3/26,2024/3/26,0
POL-007698,55.72739193,SUV,17771.85572,0,0.695680366,2023/12/27,2024/12/27,0
POL-002491,39.9134459,SUV,37123.82657,0,0.697008325,2023/9/19,2024/9/19,0
POL-008537,32.51173464,Sedan,12715.05717,1,0.803923927,2023/4/20,2024/4/20,11612.59532
POL-008161,74.86521189,SUV,16822.27893,0,0.913309932,2023/3/17,2024/3/17,0
POL-002672,44.11862276,Sedan,16987.12756,1,0.401769332,2023/9/2,2024/9/2,0
POL-004549,54.76920818,Sedan,7913.23147,1,0.83033456,2023/5/29,2024/5/29,0
POL-007091,29.48932301,Sedan,23736.32169,1,0.768325543,2023/12/16,2024/12/16,0
POL-007369,35.45107671,SUV,24857.56603,1,0.832573496,2023/5/29,2024/5/29,0
POL-009539,24.22265718,Sedan,8236.038689,1,0.78443848,2023/12/23,2024/12/23,958.8206638
POL-006116,56.34028036,SUV,22032.66997,1,0.901395667,2023/10/1,2024/10/1,0
POL-004275,51.84862877,Sedan,9476.575794,1,0.877144863,2023/7/27,2024/7/27,15864.31404
POL-004486,58.32921153,Sedan,34763.62478,1,0.767945135,2023/5/25,2024/5/25,0
POL-006179,35.88915022,Sedan,12298.69251,1,0.872019633,2023/12/15,2024/12/15,0
POL-007871,63.93376992,Sedan,15671.13065,0,0.840828691,2023/3/10,2024/3/10,0
POL-002633,18.95481007,Sedan,18912.57267,0,0.97258046,2023/12/10,2024/12/10,0
POL-000635,30.64415224,Sedan,7015.472685,1,0.743888248,2023/9/26,2024/9/26,0
POL-009679,48.12735023,Sedan,7501.239247,1,0.694246784,2023/12/16,2024/12/16,8933.77632
POL-000553,49.83272651,Sedan,11352.27192,1,0.815923087,2023/8/22,2024/8/22,0
POL-006590,60.95457542,Sedan,9470.234692,0,0.808700841,2023/2/24,2024/2/24,0
POL-000773,31.97200092,Sedan,7416.160161,1,0.8507535,2023/3/15,2024/3/15,0
POL-002468,24.88586098,Sedan,11161.88772,0,0.958603921,2023/3/5,2024/3/5,0
POL-003977,43.38281693,Sedan,5777.398247,1,0.645504723,2023/7/16,2024/7/16,0
POL-000918,73.0723484,Sedan,17508.344,1,0.791557645,2023/12/27,2024/12/27,0
POL-000193,68.42151508,Sedan,10790.02578,1,0.809862588,2023/4/14,2024/4/14,0
POL-007526,52.30456899,Sedan,16198.03413,0,0.520176892,2023/9/18,2024/9/18,0
POL-004579,76.95689266,Sedan,9200.912711,1,0.800029978,2023/12/1,2024/12/1,0
POL-001432,48.43560528,SUV,13661.31902,1,0.819913304,2023/5/3,2024/5/3,0
POL-006187,60.81275156,Sedan,8435.398263,1,0.816927093,2023/1/3,2024/1/3,0
POL-000063,63.25869197,Sedan,10953.15238,1,0.791472192,2023/1/17,2024/1/17,0
POL-000929,53.19433835,Sedan,29791.19683,0,0.710046252,2023/7/22,2024/7/22,2081.720197
POL-001462,53.9742529,Sedan,9117.439007,1,0.678688829,2023/5/5,2024/5/5,0
POL-008961,39.0099722,SUV,8395.014188,0,0.689018656,2023/2/22,2024/2/22,0
POL-007926,38.83842007,SUV,22004.06541,1,0.762770235,2023/5/25,2024/5/25,0
POL-007124,66.76040116,SUV,23691.31288,0,0.879967302,2023/11/11,2024/11/11,0
POL-003197,72.25219402,Sports,8691.186956,0,0.6720907,2023/5/14,2024/5/14,0
POL-004146,53.91005,SUV,9080.394825,1,0.878002341,2023/10/6,2024/10/6,0
POL-004571,47.85381305,Sedan,21533.69216,1,0.878630547,2023/4/28,2024/4/28,2450.621408
POL-008278,45.07444904,Sedan,11104.19754,1,0.864537498,2023/7/9,2024/7/9,0
POL-006577,70.14420426,SUV,14651.8116,0,0.775980353,2023/2/22,2024/2/22,0
POL-000558,23.58908,SUV,28551.91338,0,0.435274364,2023/1/18,2024/1/18,0
POL-002161,53.97045495,Sedan,21246.13592,1,0.866577739,2023/2/6,2024/2/6,0
POL-008829,43.98749713,SUV,11353.67233,0,0.709383068,2023/8/1,2024/8/1,0
POL-007658,54.79244746,Sports,19040.64431,0,0.865609143,2023/1/7,2024/1/7,0
POL-008652,44.73898744,Sedan,18733.34234,1,0.984370294,2023/3/17,2024/3/17,17641.32282
POL-005133,30.11591325,Sports,16731.33896,0,0.955833525,2023/11/11,2024/11/11,0
POL-004691,43.17796026,SUV,16807.5793,1,0.777717764,2023/12/28,2024/12/28,3839.215439
POL-002728,37.37051619,SUV,12923.56293,1,0.596794688,2023/8/1,2024/8/1,0
POL-003216,31.33688859,Sedan,17685.94423,1,0.808016766,2023/9/21,2024/9/21,0
POL-009333,45.72806399,Sedan,3294.029111,1,0.859305024,2023/3/18,2024/3/18,0
POL-000681,62.53044094,Sedan,14573.01944,0,0.887480042,2023/7/29,2024/7/29,0
POL-002568,39.7126549,Sedan,11306.66302,1,0.787133639,2023/5/12,2024/5/12,1392.328593
POL-005037,52.49547827,Sedan,18791.74882,0,0.965447778,2023/3/25,2024/3/25,0
POL-003254,31.31420959,Sedan,14115.68316,0,0.872871632,2023/8/4,2024/8/4,0
POL-009297,66.47917445,Sedan,9313.848311,0,0.576580521,2023/11/7,2024/11/7,0
POL-006338,35.49511277,Sedan,24799.61896,1,0.514999974,2023/10/31,2024/10/31,0
POL-000153,33.02746719,Sedan,24365.27269,0,0.890062427,2023/10/14,2024/10/14,0
POL-001831,77.56482072,Sedan,7200.619642,0,0.666954649,2023/4/22,2024/4/22,28946.74557
POL-005632,51.05181613,Sedan,22218.38389,0,0.726164617,2023/1/8,2024/1/8,0
POL-003374,54.45551257,SUV,18118.42769,1,0.880143609,2023/5/18,2024/5/18,0
POL-003415,60.56882264,Sports,11429.02102,0,0.47785278,2023/8/30,2024/8/30,8457.537728
POL-007768,43.50323479,SUV,30992.97017,0,0.785369025,2023/1/28,2024/1/28,0
POL-006317,57.37673847,Sedan,19002.24669,1,0.807087862,2023/12/18,2024/12/18,0
POL-002257,48.50550632,Sedan,12016.80075,0,0.647319086,2023/10/26,2024/10/26,0
POL-008034,30.78743285,Sedan,14053.4548,1,0.77197641,2023/9/6,2024/9/6,0
POL-001690,59.52206936,SUV,10103.87682,0,0.871303598,2023/2/28,2024/2/28,0
POL-005339,69.20390173,Sedan,15450.21598,1,0.764509554,2023/1/27,2024/1/27,0
POL-007321,38.18660588,Sedan,28359.01539,0,0.774073325,2023/8/13,2024/8/13,2619.90705
POL-004335,43.60950275,Sedan,14190.25947,1,0.597908679,2023/8/2,2024/8/2,12336.65128
POL-003808,42.37015566,Sedan,14705.25842,0,0.886272798,2023/8/15,2024/8/15,0
POL-001737,46.03085362,SUV,15509.26471,0,0.61871207,2023/7/8,2024/7/8,0
POL-000849,47.93327946,Sports,9905.065516,1,0.823047818,2023/8/16,2024/8/16,2755.516825
POL-005882,52.90600148,Sedan,12139.85349,0,0.746173464,2023/1/9,2024/1/9,0
POL-002444,63.57277188,Sedan,25640.90974,0,0.714837292,2023/7/6,2024/7/6,0
POL-006507,59.88559043,Sedan,5357.753106,1,0.709769111,2023/10/7,2024/10/7,0
POL-005374,60.45844992,Sedan,8390.711838,0,0.690862162,2023/6/3,2024/6/3,0
POL-002782,64.22677379,SUV,19400.68708,1,0.847918114,2023/3/17,2024/3/17,0
POL-000893,63.35298695,SUV,14232.34312,1,0.753706322,2023/4/5,2024/4/5,8210.872193
POL-008451,54.98177773,Sedan,12888.68504,0,0.742393584,2023/7/27,2024/7/27,0
POL-000233,50.82771184,SUV,16017.33309,1,0.827549047,2023/2/27,2024/2/27,0
POL-009993,46.79351599,Sedan,19689.02674,0,0.794522403,2023/10/18,2024/10/18,2645.132124
POL-006949,66.99129349,Sedan,17214.24218,0,0.866897228,2023/6/6,2024/6/6,0
POL-005733,54.1789896,Sports,13187.11619,0,0.926432559,2023/9/23,2024/9/23,0
POL-005312,52.40540721,SUV,13458.77652,1,0.883291743,2023/8/14,2024/8/14,0
POL-005788,62.69100019,Sedan,13890.87388,1,0.715594924,2023/10/11,2024/10/11,0
POL-004876,53.60118465,SUV,17399.28406,1,0.908632604,2023/7/13,2024/7/13,0
POL-002560,47.87484653,Sedan,20428.20785,1,0.716674359,2023/8/27,2024/8/27,1376.549231
POL-004401,31.70639495,Sedan,12629.33599,1,0.693033781,2023/11/28,2024/11/28,1548.315654
POL-009962,50.5776739,Sedan,12318.48978,0,0.70943155,2023/3/28,2024/3/28,7183.271814
POL-001276,30.49017898,Sedan,9981.013886,1,0.924350596,2023/5/9,2024/5/9,0
POL-002952,56.09148731,SUV,5191.992996,0,0.591098958,2023/2/16,2024/2/16,0
POL-009995,31.79091605,Sports,12018.83508,1,0.492309819,2023/7/20,2024/7/20,15884.46831
POL-001135,55.43302835,Sedan,15648.77132,0,0.717038168,2023/10/15,2024/10/15,0
POL-001552,51.84051604,SUV,29233.02318,0,0.940862712,2023/3/14,2024/3/14,0
POL-008870,42.47307057,Sedan,16037.01518,0,0.970335742,2023/1/1,2024/1/1,0
POL-003805,38.79476582,SUV,24486.08194,0,0.908901696,2023/12/21,2024/12/21,0
POL-005804,62.46198719,Sedan,13475.73361,1,0.682221003,2023/12/5,2024/12/5,0
POL-004187,32.02435803,Sedan,32325.72605,1,0.702533434,2023/5/26,2024/5/26,0
POL-005924,53.83212676,Sedan,5042.508376,0,0.705572112,2023/5/4,2024/5/4,0
POL-004616,41.18337122,SUV,10425.14465,0,0.783254504,2023/9/2,2024/9/2,18951.21081
POL-007861,26.52236222,Sports,18881.2596,1,0.899110861,2023/6/20,2024/6/20,0
POL-000375,27.93517849,Sports,32711.39531,0,0.947424003,2023/2/3,2024/2/3,0
POL-005892,51.20665711,Sedan,14585.56407,1,0.862169714,2023/6/9,2024/6/9,0
POL-007407,54.80276615,Sedan,11754.91949,0,0.562955816,2023/5/29,2024/5/29,0
POL-000167,41.33536876,Sedan,9379.363165,0,0.834507823,2023/7/14,2024/7/14,0
POL-005239,24.76585167,Sedan,15097.66412,1,0.799136531,2023/5/7,2024/5/7,0
POL-003552,32.56605339,Sedan,10786.95161,0,0.309050533,2023/9/22,2024/9/22,0
POL-003341,67.50694624,SUV,13707.64159,0,0.968722216,2023/7/20,2024/7/20,0
POL-003420,21.36444532,SUV,33149.15226,0,0.939039856,2023/2/4,2024/2/4,0
POL-004770,42.29647793,Sedan,14512.43644,1,0.948457303,2023/12/5,2024/12/5,0
POL-009277,40.10098833,Sports,17210.35732,0,0.782050338,2023/4/28,2024/4/28,0
POL-000489,73.30109817,SUV,29996.54533,1,0.854339198,2023/5/9,2024/5/9,0
POL-000196,42.43422703,Sports,23473.71318,1,0.846614656,2023/10/24,2024/10/24,0
POL-005345,74.59133993,SUV,18275.80361,1,0.857670297,2023/4/11,2024/4/11,18674.78568
POL-006846,35.68352721,SUV,7922.730816,1,0.850545635,2023/3/18,2024/3/18,0
POL-008878,41.81372259,Sports,7603.576475,1,0.858023253,2023/4/15,2024/4/15,0
POL-002864,51.01879238,Sedan,10450.45817,1,0.7001653,2023/12/26,2024/12/26,0
POL-009405,34.28758497,SUV,15545.55109,0,0.644840275,2023/12/2,2024/12/2,0
POL-002669,58.1397875,Sedan,3816.481322,0,0.930566452,2023/10/16,2024/10/16,0
POL-004438,60.4948014,Sedan,6281.073211,0,0.745465814,2023/5/30,2024/5/30,4531.256132
POL-005979,49.27499393,Sedan,12235.58942,1,0.872390318,2023/8/5,2024/8/5,0
POL-007396,27.10304366,Sports,7243.202761,0,0.602118583,2023/1/12,2024/1/12,0
POL-001743,59.76671853,Sedan,8078.536094,1,0.677254272,2023/1/26,2024/1/26,0
POL-002602,26.42681167,Sedan,5611.450797,0,0.699062287,2023/12/12,2024/12/12,0
POL-001888,38.21720972,Sedan,21743.76344,1,0.707305893,2023/2/23,2024/2/23,0
POL-002981,45.60387412,Sedan,9945.993912,1,0.783589917,2023/7/26,2024/7/26,0
POL-006721,59.92926919,Sedan,33154.02369,0,0.660861994,2023/1/1,2024/1/1,0
POL-005237,55.83062419,Sedan,11542.05454,1,0.8690146,2023/11/2,2024/11/2,3039.748454
POL-007220,69.43794964,Sedan,21579.62668,1,0.474975407,2023/12/21,2024/12/21,0
POL-005495,46.91378679,Sedan,30767.25653,0,0.826522298,2023/5/28,2024/5/28,0
POL-009340,46.42897557,Sedan,12961.45426,1,0.669174964,2023/3/11,2024/3/11,0
POL-009652,33.99869761,Sedan,7901.110116,1,0.802321457,2023/6/6,2024/6/6,0
POL-009389,46.47089031,Sedan,3731.000001,0,0.656116743,2023/6/6,2024/6/6,0
POL-006027,66.40845172,SUV,20005.78385,1,0.554723419,2023/3/3,2024/3/3,0
POL-005479,59.59995088,Sports,18925.6681,1,0.699349822,2023/9/6,2024/9/6,10297.33048
POL-001197,76.44602753,SUV,9442.948429,0,0.893836348,2023/8/31,2024/8/31,0
POL-005676,24.17805407,SUV,12343.5692,0,0.839977083,2023/4/4,2024/4/4,0
POL-005997,47.97147512,Sedan,10264.15182,1,0.744522787,2023/1/28,2024/1/28,1790.692995
POL-005753,30.6343875,Sedan,6966.815563,1,0.831286795,2023/9/13,2024/9/13,0
POL-005638,64.00859629,Sedan,10798.49045,1,0.62716461,2023/9/19,2024/9/19,0
POL-003604,39.61280943,Sedan,13581.74609,1,0.618599999,2023/4/10,2024/4/10,0
POL-001557,52.23275308,SUV,51139.23276,0,0.79705479,2023/7/7,2024/7/7,0
POL-000483,46.19965643,SUV,8402.53355,0,0.648042304,2023/8/3,2024/8/3,0
POL-008320,47.66573308,Sedan,12981.09576,1,0.800328508,2023/5/20,2024/5/20,58840.191
POL-007956,48.97602184,SUV,14176.73509,1,0.52206815,2023/5/27,2024/5/27,0
POL-003274,49.20072926,SUV,12052.27115,1,0.960144641,2023/4/25,2024/4/25,0
POL-006777,58.04731942,SUV,8561.124067,0,0.917718473,2023/2/6,2024/2/6,0
POL-007976,33.54002205,Sedan,28340.02163,1,0.933779706,2023/5/23,2024/5/23,0
POL-009443,37.8006825,Sedan,27211.15165,1,0.809439874,2023/2/15,2024/2/15,0
POL-000110,28.41115625,Sedan,10222.02311,1,0.728724854,2023/6/20,2024/6/20,0
POL-006106,34.90021424,Sedan,18750.13658,0,0.455327497,2023/3/9,2024/3/9,0
POL-000457,20.76640779,Sedan,10398.90217,0,0.866457682,2023/7/9,2024/7/9,0
POL-001449,72.63615132,Sedan,25923.06234,0,0.840597072,2023/3/21,2024/3/21,0
POL-000781,55.93623746,Sports,6294.5986,0,0.879596923,2023/6/29,2024/6/29,0
POL-002951,63.18068385,Sedan,9919.981597,1,0.787591345,2023/10/14,2024/10/14,0
POL-001999,26.68487234,Sports,34143.79564,0,0.910713683,2023/5/2,2024/5/2,0
POL-005801,40.47745233,Sedan,7183.288895,1,0.818603385,2023/3/15,2024/3/15,0
POL-001237,65.65132484,Sedan,9769.747628,1,0.881238,2023/6/22,2024/6/22,0
POL-007896,64.5695946,SUV,9224.87695,1,0.668626315,2023/8/1,2024/8/1,0
POL-001142,42.38117179,Sports,12012.4679,1,0.805511077,2023/6/18,2024/6/18,0
POL-000815,66.05043429,SUV,9087.405203,1,0.78129155,2023/1/23,2024/1/23,0
POL-003331,52.63501347,Sedan,17096.13348,1,0.859598762,2023/8/14,2024/8/14,0
POL-007172,67.32671646,Sedan,15029.43649,0,0.777095505,2023/1/1,2024/1/1,0
