ClaimID,PolicyID,ClaimDate,ClaimType,ReportedDamage,NumParties,Description,ClaimComplexityLabel,FraudLabel
CLM-000328,POL-002377,2024/7/22 10:22,Theft/Comprehensive,3122.548257,2,"This claim pertains to a theft incident involving two vehicles, with a total damage amounting to $3122.55. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000329,POL-002381,2023/9/4 5:21,Fender-Bender,9654.332501,1,"In a fender-bender involving a single vehicle, the accident resulted in several injuries, with damages totaling $9,654.33. The extent of the injuries necessitated further evaluation, underscoring the seriousness of the incident.",Moderate,0
CLM-000330,POL-002386,2024/3/1 18:16,Theft/Comprehensive,1492.221821,1,"This claim involves the theft of a single vehicle, resulting in a loss valued at $1,492.22. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000333,POL-002428,2023/8/3 12:27,Fender-Bender,3754.86367,2,"This fender-bender involved two vehicles and resulted in injuries to at least one party. The total damage is estimated at $3,754.86.",Complex,0
CLM-000334,POL-002445,2024/3/24 2:04,Fender-Bender,3496.169093,1,"This claim involves a fender-bender that resulted in $3,496.17 worth of damage to one vehicle, with no injuries reported. Fortunately, everyone involved is safe, and we are now addressing the repairs needed.",Simple,0
CLM-000337,POL-002491,2024/5/13 18:19,Fender-Bender,10154.3162,1,"This fender-bender resulted in significant damage amounting to $10,154.32 to the vehicle involved, but fortunately, no injuries were reported. The accident was limited to one vehicle, preventing further complications.",Simple,0
CLM-000338,POL-002494,2024/3/21 7:44,Major Collision,11159.14554,5,"In a major collision involving five vehicles, the accident caused injuries to one or more individuals, leading to significant damage estimated at $11,159.15. The severity of the situation underscores the need for thorough investigation and support for those affected.",Complex,0
CLM-000339,POL-002497,2024/9/7 10:59,Theft/Comprehensive,3185.792143,1,"This claim involves the theft of a single vehicle, resulting in damages amounting to $3,185.79. Fortunately, there were no injuries reported in connection with this incident.",Simple,0
CLM-000340,POL-002504,2023/8/17 15:02,Theft/Comprehensive,2719.572505,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages totaling $2,719.57. Fortunately, no injuries were sustained during this event.",Simple,0
CLM-000341,POL-002513,2023/11/19 22:20,Fender-Bender,7717.428937,1,"A minor fender-bender resulted in damages amounting to $7,717.43 for the single vehicle involved. Fortunately, no injuries were reported from this incident.",Simple,0
CLM-000344,POL-002525,2023/11/29 9:41,Fender-Bender,4646.139756,1,"This claim involves a fender-bender with a single vehicle sustaining damage amounting to $4,646.14. Fortunately, no injuries occurred during the incident.",Simple,0
CLM-000345,POL-002528,2024/2/21 16:23,Theft/Comprehensive,6052.451491,3,"This claim involves a theft incident resulting in damages amounting to $6,052.45, affecting three vehicles. Fortunately, there were no injuries reported during this event.",Moderate,0
CLM-000346,POL-002528,2024/3/10 16:23,Theft/Comprehensive,1685.746741,2,"This claim involves a theft incident resulting in damages of $1,685.75, affecting two vehicles. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000347,POL-002531,2023/10/21 5:04,Theft/Comprehensive,1705.552142,1,"This claim involves a theft incident affecting a single vehicle, resulting in a loss valued at $1,705.55. Fortunately, no injuries were reported during this event.",Simple,0
CLM-000348,POL-002536,2023/9/24 21:44,Theft/Comprehensive,5144.157784,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages amounting to $5,144.16. Thankfully, no injuries were sustained during the incident.",Simple,0
CLM-000349,POL-002537,2024/4/13 1:09,Theft/Comprehensive,6643.245459,2,"This claim involves a theft incident resulting in damages of $6,643.25 affecting two vehicles, with no injuries reported. Fortunately, everyone involved was unharmed during the event.",Simple,0
CLM-000351,POL-002566,2023/8/2 11:01,Theft/Comprehensive,1075.074211,3,"This claim involves a theft incident resulting in damages of $1,075.07 affecting three vehicles, with no injuries reported. The situation was fortunately handled without any harm to individuals involved.",Simple,0
CLM-000352,POL-002576,2023/12/9 3:51,Fender-Bender,15271.78878,1,"This fender-bender resulted in significant damage estimated at $15,271.79 to the single vehicle involved; fortunately, there were no injuries reported in the accident. The situation has been assessed, and we aim to resolve the claim promptly.",Simple,0
CLM-000355,POL-002582,2024/6/7 20:43,Theft/Comprehensive,1491.412812,1,"This claim involves a theft of a single vehicle, resulting in damages totaling $1,491.41. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000356,POL-002585,2024/4/10 10:35,Fender-Bender,10926.49942,1,"A one-vehicle fender-bender resulted in injuries and damage totaling $10,926.50. Thankfully, there were no other vehicles involved in the accident.",Moderate,0
CLM-000357,POL-002591,2023/9/28 21:48,Fender-Bender,15016.92118,1,"This claim involves a fender-bender with damage amounting to $15,016.92, and thankfully, there were no injuries reported. Only one vehicle was involved in the accident, emphasizing the minor nature of the incident.",Simple,0
CLM-000358,POL-002598,2023/11/18 16:16,Theft/Comprehensive,2410.319999,1,"A theft incident involving a single vehicle resulted in damages totaling $2,410.32. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000359,POL-002653,2023/11/5 14:50,Fender-Bender,5440.887034,1,"This claim involves a fender-bender with damage totaling $5,440.89 to a single vehicle, the driver of which fortunately reported no injuries during the incident.",Simple,0
CLM-000360,POL-002655,2023/9/30 12:17,Theft/Comprehensive,4073.403475,1,"The vehicle was stolen, resulting in a loss valued at $4,073.40. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000361,POL-002658,2023/4/6 3:31,Fender-Bender,5106.796709,1,"A minor fender-bender resulted in damage totaling $5,106.80 to a single vehicle. Fortunately, there were no injuries reported in this incident.",Simple,1
CLM-000362,POL-002658,2023/5/1 3:31,Theft/Comprehensive,2277.464546,4,"This claim reports a comprehensive theft involving four vehicles, resulting in a total damage amount of $2,277.46. Thankfully, there were no injuries reported during the incident.",Moderate,0
CLM-000363,POL-002668,2024/5/6 12:40,Fender-Bender,12943.9965,2,"In a recent fender-bender involving two vehicles, the collision caused significant damage estimated at $12,944.00 and resulted in injuries to one or more individuals involved in the accident.",Complex,0
CLM-000364,POL-002675,2023/12/18 0:21,Theft/Comprehensive,1578.573635,4,"This claim relates to a comprehensive theft incident involving four vehicles, with damages totaling $1,578.57. Fortunately, there were no injuries reported in connection with this case.",Moderate,0
CLM-000365,POL-002682,2023/10/29 6:28,Theft/Comprehensive,761.6493423,2,"This claim involves a theft incident resulting in damages of $761.65 to two vehicles. Thankfully, there were no injuries reported as a result of the theft.",Simple,0
CLM-000367,POL-002695,2023/6/5 4:09,Theft/Comprehensive,1494.071246,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $1,494.07. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000368,POL-002697,2024/2/29 21:12,Theft/Comprehensive,2414.163389,2,"This claim is for theft/comprehensive coverage involving two vehicles, with damages amounting to $2,414.16. Thankfully, there were no injuries reported in this incident.",Simple,0
CLM-000369,POL-002705,2024/8/30 5:40,Fender-Bender,9706.080201,1,"This claim involves a fender-bender with damages amounting to $9,706.08, and fortunately, no injuries were reported. The accident involved a single vehicle, and all parties are safe.",Simple,0
CLM-000370,POL-002739,2024/8/17 8:24,Theft/Comprehensive,2978.437235,2,"This claim involves a theft affecting two vehicles, with damages totaling $2,978.44. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000372,POL-002773,2024/1/6 6:59,Theft/Comprehensive,4647.236501,1,"This claim pertains to the theft of a single vehicle, resulting in damage valued at $4,647.24. Fortunately, no injuries were reported during this incident.",Simple,0
CLM-000374,POL-002784,2023/9/1 5:41,Fender-Bender,6648.771755,2,"A fender-bender involving two vehicles resulted in damages amounting to $6,648.77, but thankfully, no injuries were reported in the incident. Both parties emerged unharmed despite the collision.",Simple,0
CLM-000375,POL-002798,2024/5/7 8:37,Theft/Comprehensive,968.3592357,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $968.36. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000376,POL-002799,2023/11/6 18:20,Theft/Comprehensive,4095.936262,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages amounting to $4,095.94. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000377,POL-002799,2023/5/19 18:20,Fender-Bender,7425.343859,1,"This claim involves a fender-bender accident with damage assessed at $7,425.34. Fortunately, there were no injuries reported to anyone involved.",Simple,1
CLM-000378,POL-002812,2024/2/28 13:58,Fender-Bender,5620.69948,2,"This claim involves a fender-bender between two vehicles, resulting in damage totaling $5,620.70. Fortunately, there were no injuries reported from the accident.",Simple,0
CLM-000379,POL-002832,2024/4/16 2:02,Theft/Comprehensive,4765.098063,1,"This claim concerns a theft involving a single vehicle, resulting in damage totaling $4,765.10. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000381,POL-002858,2024/3/10 19:12,Major Collision,9709.240869,2,"This major collision involving two vehicles resulted in injuries to one or more individuals, with damages estimated at $9,709.24. Emergency services responded, and further medical evaluation is anticipated for those affected.",Complex,0
CLM-000382,POL-002864,2024/11/2 21:31,Fender-Bender,21502.53205,2,"This fender-bender incident involved two vehicles and resulted in significant damage totaling $21,502.53. Fortunately, there were no injuries reported for either party involved in the accident.",Simple,0
CLM-000383,POL-002878,2023/11/15 21:09,Fender-Bender,6930.144406,1,"This fender-bender resulted in damage totaling $6,930.14 to a single vehicle, with no injuries reported. Thankfully, everyone involved emerged unscathed from the incident.",Simple,0
CLM-000387,POL-002899,2024/4/9 2:56,Theft/Comprehensive,1157.636033,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages totaling $1,157.64. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000391,POL-002929,2023/12/1 12:47,Theft/Comprehensive,872.5769927,1,"This claim involves a theft incident with a single vehicle, resulting in damages amounting to $872.58. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000398,POL-002972,2023/9/27 22:38,Fender-Bender,11365.85811,2,"A fender-bender involving two vehicles resulted in damage estimated at $11,365.86. Fortunately, there were no injuries reported in this incident.",Simple,1
CLM-000399,POL-002981,2024/2/25 2:24,Theft/Comprehensive,5025.20535,1,"This claim involves a vehicle theft with damages totaling $5,025.21, affecting one vehicle. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000401,POL-003009,2023/12/8 3:56,Theft/Comprehensive,3257.382711,2,"This claim involves a theft incident resulting in damages totaling $3,257.38, affecting two vehicles. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000406,POL-003082,2023/1/8 17:17,Theft/Comprehensive,810.5128066,1,"This claim involves a comprehensive theft incident affecting a single vehicle, resulting in damages amounting to $810.51. Fortunately, no injuries were sustained during the event.",Simple,1
CLM-000407,POL-003089,2023/9/2 18:38,Theft/Comprehensive,1233.056429,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages totaling $1,233.06. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000411,POL-003094,2024/4/28 21:04,Fender-Bender,6920.244267,2,"This fender-bender involved two vehicles, resulting in significant damage amounting to $6,920.24, but thankfully, no injuries were reported. Both drivers are unharmed and are now addressing the necessary repairs.",Simple,0
CLM-000413,POL-003116,2024/3/1 17:47,Theft/Comprehensive,1200.97407,1,"This claim involves a theft for a single vehicle, resulting in damages amounting to $1,200.97. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000414,POL-003117,2024/3/2 10:09,Fender-Bender,7984.146275,5,"In a fender-bender involving five vehicles, multiple individuals sustained injuries, leading to significant damages totaling $7,984.15. The accident underscores the complexities of vehicular collisions, particularly when several parties are involved.",Complex,0
CLM-000416,POL-003137,2024/7/20 21:18,Fender-Bender,14821.50217,1,"A fender-bender incident resulted in substantial damage of $14,821.50 to a single vehicle, and unfortunately, it also caused injuries to the occupants. The situation has been distressing, and we are seeking coverage for both the damages and medical expenses.",Moderate,0
CLM-000418,POL-003157,2024/6/19 8:43,Theft/Comprehensive,5155.333186,2,"This claim involves a theft incident resulting in damages totaling $5,155.33, affecting two vehicles. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000420,POL-003175,2024/6/2 19:26,Fender-Bender,4368.810044,1,"This fender-bender resulted in damages amounting to $4,368.81 to a single vehicle, with no injuries reported. Fortunately, everyone involved was unharmed in this incident.",Simple,1
CLM-000421,POL-003184,2023/6/17 0:40,Theft/Comprehensive,1560.267202,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages amounting to $1,560.27. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000423,POL-003201,2024/8/27 20:28,Theft/Comprehensive,1374.846658,4,"This claim involves a comprehensive theft situation affecting four vehicles, resulting in a total damage amount of $1,374.85. Fortunately, there were no injuries reported during this incident.",Moderate,0
CLM-000424,POL-003204,2023/10/3 13:55,Fender-Bender,8846.858489,5,"A fender-bender involving five vehicles resulted in significant damage totaling $8,846.86; fortunately, there were no injuries reported from the accident.",Moderate,0
CLM-000425,POL-003204,2023/9/6 13:55,Fender-Bender,27594.40906,2,"This fender-bender involved two vehicles and resulted in significant damage totaling $27,594.41. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000426,POL-003219,2023/10/24 10:30,Theft/Comprehensive,1048.284329,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages amounting to $1,048.28. Thankfully, there were no injuries reported during this event.",Simple,0
CLM-000429,POL-003260,2024/1/31 23:16,Theft/Comprehensive,679.9152308,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages totaling $679.92. Fortunately, no injuries occurred during this event.",Simple,0
CLM-000433,POL-003274,2024/1/6 13:54,Fender-Bender,12430.64204,1,"This claim involves a fender-bender with a single vehicle suffering damage totaling $12,430.64. Thankfully, there were no injuries reported as a result of the accident.",Simple,0
CLM-000434,POL-003278,2023/3/1 15:55,Major Collision,5842.010663,1,"This major collision resulted in damage amounting to $5,842.01 to a single vehicle, but thankfully, there were no injuries reported. The incident involved only one vehicle and no other parties were affected.",Simple,1
CLM-000437,POL-003293,2024/6/16 9:13,Theft/Comprehensive,4852.062047,2,"This claim involves a theft incident affecting two vehicles, resulting in damage totaling $4,852.06. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000438,POL-003311,2023/7/26 8:29,Theft/Comprehensive,1188.752648,1,"A theft incident involving a single vehicle resulted in damages totaling $1,188.75. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000441,POL-003336,2023/8/29 6:41,Theft/Comprehensive,3356.687392,2,"This claim involves a theft incident resulting in damages amounting to $3,356.69 across two vehicles, with no injuries reported. Fortunately, all parties involved were unharmed during the event.",Simple,0
CLM-000442,POL-003341,2023/8/14 22:28,Theft/Comprehensive,5714.968969,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages amounting to $5,714.97. Thankfully, no injuries were reported during this event.",Simple,0
CLM-000443,POL-003343,2023/6/22 5:19,Fender-Bender,9228.378947,2,"A minor fender-bender involving two vehicles resulted in damage amounting to $9,228.38. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000444,POL-003364,2024/5/11 18:04,Theft/Comprehensive,8983.4538,2,"This claim concerns a theft incident involving two vehicles, resulting in damages amounting to $8,983.45. Fortunately, there were no injuries reported during this occurrence.",Simple,0
CLM-000446,POL-003367,2023/7/27 6:19,Theft/Comprehensive,1555.45921,2,"A theft incident involving two vehicles resulted in a damage claim of $1555.46. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000448,POL-003374,2024/5/16 19:26,Theft/Comprehensive,2076.513875,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages amounting to $2,076.51. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000449,POL-003375,2024/10/2 2:05,Theft/Comprehensive,1186.238499,1,"Theft occurred involving a single vehicle, resulting in damages amounting to $1,186.24. Fortunately, there were no injuries reported from the incident.",Simple,0
CLM-000452,POL-003387,2024/3/16 15:18,Theft/Comprehensive,3220.765893,2,"This claim pertains to a theft incident involving two vehicles, with damages totaling $3,220.77. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000453,POL-003389,2024/3/3 3:13,Major Collision,28725.97547,4,"The major collision involved four vehicles and caused significant damage totaling $28,725.98. Unfortunately, the accident resulted in injuries to one or more individuals, highlighting the severity of the incident.",Complex,0
CLM-000456,POL-003399,2024/5/12 21:19,Theft/Comprehensive,1952.594748,1,"This claim involves a theft of a single vehicle, incurring damages amounting to $1,952.59. Fortunately, there were no injuries sustained during this incident.",Simple,0
CLM-000458,POL-003415,2024/5/24 10:57,Fender-Bender,3762.879372,4,"This claim pertains to a fender-bender involving four vehicles, resulting in damage totaling $3,762.88. Fortunately, there were no injuries reported in the incident.",Moderate,0
CLM-000459,POL-003420,2023/5/25 23:36,Major Collision,5818.123409,1,"The driver experienced injuries as a result of a major collision involving their vehicle, which sustained significant damage amounting to $5,818.12. Fortunately, only one vehicle was involved in the incident.",Moderate,0
CLM-000461,POL-003426,2024/6/30 22:51,Fender-Bender,7580.308092,2,"This fender-bender involved two vehicles and resulted in damages totaling $7,580.31. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000462,POL-003426,2024/5/28 22:51,Major Collision,12856.04484,1,"This claim arises from a major collision, resulting in damages amounting to $12,856.04 to the single vehicle involved. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000463,POL-003432,2024/5/18 18:35,Fender-Bender,5125.290421,1,"A minor fender-bender occurred involving one vehicle, resulting in damages totaling $5,125.29. Fortunately, no injuries were reported in this incident.",Simple,0
CLM-000465,POL-003436,2023/8/25 22:45,Fender-Bender,6381.225631,1,"A fender-bender resulted in significant damage totaling $6,381.23 to the vehicle involved, and unfortunately, there were one or more injuries sustained in the incident. The circumstances of the accident have left the injured party seeking assistance through this claim.",Moderate,0
CLM-000467,POL-003485,2023/11/25 14:41,Theft/Comprehensive,729.8066708,2,"This claim pertains to a theft event involving two vehicles, resulting in damages amounting to $729.81. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000468,POL-003495,2024/3/27 5:50,Major Collision,26746.47379,1,"This major collision, involving a single vehicle, resulted in injuries to the driver and led to significant damages totaling $26,746.47. The incident underscores the seriousness of the accident and the impact on those involved.",Moderate,0
CLM-000469,POL-003508,2024/1/25 9:28,Theft/Comprehensive,525.0704236,2,"This claim involves a theft incident resulting in damages amounting to $525.07 across two vehicles, with no injuries reported. Both vehicles were affected, but thankfully, no one was hurt during the incident.",Simple,0
CLM-000471,POL-003532,2023/9/26 20:43,Fender-Bender,4556.585543,1,"This claim involves a fender-bender with damage totaling $4,556.59. Fortunately, there were no injuries reported in the incident despite the significant vehicle damage.",Simple,0
CLM-000476,POL-003548,2023/7/29 3:57,Theft/Comprehensive,1789.551408,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages amounting to $1,789.55. Fortunately, there were no injuries reported during this event.",Simple,1
CLM-000477,POL-003558,2024/8/8 9:25,Theft/Comprehensive,3843.90377,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages amounting to $3,843.90. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000478,POL-003561,2023/3/6 0:48,Fender-Bender,7598.899567,2,"This fender-bender involved two vehicles and resulted in substantial damages totaling $7,598.90. Fortunately, there were no injuries reported for either party involved in the accident.",Simple,0
CLM-000481,POL-003589,2023/5/25 22:49,Fender-Bender,4642.220993,2,"In a minor fender-bender involving two vehicles, there were no injuries reported. The damage amounts to $4,642.22.",Simple,0
CLM-000483,POL-003611,2024/9/30 0:39,Theft/Comprehensive,1067.989544,1,"This claim involves a theft incident where one vehicle was targeted, resulting in damages amounting to $1,067.99. Thankfully, there were no injuries reported during this unfortunate event.",Simple,0
CLM-000484,POL-003611,2024/7/17 0:39,Theft/Comprehensive,4841.390524,5,"This claim concerns a theft involving five vehicles, resulting in damages totaling $4,841.39. Fortunately, there were no injuries reported in this incident.",Moderate,0
CLM-000486,POL-003645,2023/11/21 23:59,Major Collision,11149.92807,1,"In a major collision involving one vehicle, the incident caused injuries that required medical attention, alongside significant damage amounting to $11,149.93. Fortunately, the full extent of the injuries is still being assessed, but it is clear that the accident had serious consequences.",Moderate,0
CLM-000488,POL-003680,2023/6/13 7:01,Fender-Bender,6245.927636,1,"This claim involves a fender-bender resulting in damage estimated at $6,245.93 to a single vehicle. Thankfully, there were no injuries reported in the incident.",Simple,0
CLM-000489,POL-003692,2024/5/25 21:06,Fender-Bender,4195.013139,2,"In a recent fender-bender involving two vehicles, damages totaled $4,195.01, and unfortunately, there were injuries reported as a result of the collision. The incident highlights the potential risks on the road, emphasizing the need for cautious driving.",Moderate,0
CLM-000490,POL-003706,2024/8/31 14:58,Fender-Bender,17578.83664,1,"A fender-bender occurred involving one vehicle, resulting in significant damage amounting to $17,578.84. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000491,POL-003706,2024/3/22 14:58,Fender-Bender,15730.11988,2,"This fender-bender involved two vehicles resulting in damage totaling $15,730.12, but fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000492,POL-003712,2023/2/21 13:52,Theft/Comprehensive,470.0917853,1,"This claim involves a theft incident where a single vehicle was affected, resulting in damages totaling $470.09. Thankfully, no injuries were reported in relation to this event.",Simple,0
CLM-000493,POL-003715,2023/12/15 23:22,Theft/Comprehensive,1601.767399,1,"This claim involves a theft incident resulting in damages of $1,601.77 to a single vehicle. Fortunately, there were no injuries reported in connection with this event.",Simple,0
CLM-000494,POL-003715,2023/11/3 23:22,Theft/Comprehensive,4320.250358,1,"This claim pertains to a theft involving a single vehicle, resulting in a loss valued at $4,320.25. Thankfully, no injuries were reported during the incident.",Simple,0
CLM-000497,POL-003741,2023/12/4 0:56,Theft/Comprehensive,1167.442679,1,"This claim involves a comprehensive theft of a single vehicle, resulting in a loss amounting to $1,167.44. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000499,POL-003751,2023/9/24 10:15,Fender-Bender,2929.657363,2,"In a fender-bender accident involving two vehicles, injuries were reported, with damages totaling $2,929.66. The collision has raised concerns regarding the well-being of those involved, underscoring the importance of safety on the road.",Moderate,1
CLM-000500,POL-003752,2024/4/16 13:40,Theft/Comprehensive,2059.217895,1,"This claim involves a theft incident resulting in damages amounting to $2059.22 for a single vehicle, with no injuries reported. The vehicle was targeted, but thankfully, no individuals were harmed during the incident.",Simple,0
CLM-000501,POL-003752,2023/8/19 13:40,Fender-Bender,14289.48504,2,"This claim involves a fender-bender between two vehicles, resulting in damages totaling $14,289.49. Fortunately, there were no injuries reported in the accident.",Moderate,0
CLM-000502,POL-003760,2024/1/14 6:13,Theft/Comprehensive,2466.940065,2,"This claim involves a theft of a vehicle, with damages totaling $2,466.94 and two vehicles affected. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000503,POL-003764,2024/8/27 14:28,Major Collision,7372.370072,1,"A major collision resulted in significant damage totaling $7,372.37 to the vehicle involved, but fortunately, no injuries were reported in the incident.",Simple,0
CLM-000504,POL-003776,2024/2/27 14:20,Fender-Bender,2509.012534,1,"This claim pertains to a fender-bender involving a single vehicle, resulting in damages amounting to $2,509.01. Fortunately, no injuries were reported from the incident.",Simple,0
CLM-000506,POL-003793,2024/5/13 10:26,Theft/Comprehensive,3870.457516,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages totaling $3,870.46. Fortunately, there were no injuries reported in connection with this incident.",Simple,0
CLM-000507,POL-003793,2023/11/25 10:26,Major Collision,66896.87772,1,"This major collision resulted in significant damage amounting to $66,896.88 and involved one vehicle. Several injuries were reported as a consequence of the accident.",Complex,0
CLM-000510,POL-003802,2023/10/16 22:45,Theft/Comprehensive,4044.01819,2,"This claim involves a theft incident with damages amounting to $4,044.02, affecting two vehicles. Thankfully, there were no injuries reported during the incident.",Simple,0
CLM-000514,POL-003846,2023/7/13 20:15,Theft/Comprehensive,1652.76072,2,"This theft incident resulted in damages totaling $1,652.76 involving two vehicles, but fortunately, there were no injuries reported. The claim falls under comprehensive coverage due to the nature of the theft.",Simple,0
CLM-000517,POL-003866,2023/7/28 0:27,Theft/Comprehensive,1453.808755,2,"This claim pertains to a theft involving two vehicles, resulting in damage amounting to $1453.81. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000518,POL-003875,2023/4/20 6:50,Theft/Comprehensive,1731.686052,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $1,731.69. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000519,POL-003897,2023/12/20 15:19,Fender-Bender,4360.983807,2,"This fender-bender involved two vehicles, resulting in damages amounting to $4,360.98. Thankfully, there were no injuries reported from the accident.",Simple,0
CLM-000520,POL-003900,2024/3/4 22:57,Major Collision,6088.449022,1,"The accident resulted in a major collision involving one vehicle, causing injuries to the occupants. The cost of the damages amounts to $6,088.45, highlighting the severity of the incident.",Moderate,0
CLM-000521,POL-003909,2023/7/11 21:12,Fender-Bender,5038.709044,2,"A fender-bender involving two vehicles caused significant damage amounting to $5,038.71, and unfortunately, there were injuries reported as a result of the collision. The accident highlights the unforeseen risks of driving and the serious consequences that can arise even from minor incidents.",Moderate,0
CLM-000522,POL-003914,2023/5/13 8:20,Major Collision,7231.392649,1,"This claim involves a major collision resulting in substantial damage amounting to $7,231.39 to a single vehicle; fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000523,POL-003916,2024/5/4 6:14,Fender-Bender,8782.755161,2,"This is a fender-bender involving two vehicles with damage totaling $8,782.76. Fortunately, no injuries were reported in the accident.",Simple,0
CLM-000524,POL-003923,2024/1/11 13:39,Theft/Comprehensive,1217.809406,1,"This claim involves a theft of a single vehicle, resulting in a loss valued at $1,217.81. Thankfully, there were no injuries reported related to this incident.",Simple,0
CLM-000525,POL-003928,2023/11/7 12:06,Theft/Comprehensive,6669.686952,2,"This claim involves a theft incident resulting in damage amounting to $6,669.69 to two vehicles. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000527,POL-003955,2023/11/22 2:47,Fender-Bender,7071.441043,2,"A minor fender-bender involving two vehicles resulted in damage totaling $7,071.44, but fortunately, there were no injuries reported. Both drivers were unharmed during the incident.",Simple,1
CLM-000529,POL-004010,2024/1/15 19:26,Theft/Comprehensive,2259.428705,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages totaling $2,259.43. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000531,POL-004037,2023/4/13 11:05,Fender-Bender,19676.89835,5,"This fender-bender involved five vehicles and resulted in substantial damage totaling $19,676.90; fortunately, there were no injuries reported. All parties involved were unharmed, but the incident required significant vehicle assessments due to the extent of the damage.",Moderate,0
CLM-000533,POL-004046,2023/11/20 22:10,Fender-Bender,6575.568797,1,"A single vehicle was involved in a fender bender, leading to damages totaling $6,575.57. Unfortunately, the incident also resulted in one or more injuries, highlighting the need for medical attention.",Moderate,0
CLM-000536,POL-004062,2023/10/10 23:54,Theft/Comprehensive,1852.032539,2,"This claim involves a theft incident where two vehicles were affected, resulting in damages totaling $1,852.03. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000538,POL-004067,2023/11/28 14:52,Major Collision,5506.638183,1,"This major collision caused significant damage to the vehicle, amounting to $5,506.64, and resulted in one or more injuries. Fortunately, only one vehicle was involved in the incident.",Moderate,1
CLM-000539,POL-004069,2024/3/7 18:55,Fender-Bender,7274.416287,1,"This claim pertains to a fender-bender incident involving one vehicle, resulting in damages amounting to $7,274.42. Fortunately, there were no reported injuries sustained during the accident.",Simple,0
CLM-000540,POL-004084,2024/8/1 14:39,Theft/Comprehensive,1853.428031,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $1,853.43. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000542,POL-004094,2023/10/12 14:04,Theft/Comprehensive,1050.334538,2,"This claim involves a theft incident with two vehicles affected, resulting in damages totaling $1,050.33. Fortunately, there were no injuries reported in this accident.",Simple,0
CLM-000544,POL-004127,2024/2/16 17:40,Theft/Comprehensive,1052.999719,1,"This claim involves a theft incident where one vehicle was compromised, resulting in damages amounting to $1,053. Fortunately, no injuries were reported during the event.",Simple,0
